RSWKTag,year,subject,publisher_city,publisher,schoollevel,id,title,language,schooltype,author
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1910,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2100100x07910,Für Klasse 3 (achtes Schuljahr) und die Untertertia der Studienanstalten,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1910,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Grundschule,GEIsb2020013x0210,,ger,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1918,Geschichtsunterricht,Berlin,Union Dt. Verl.-Ges.,k07,GEIsb2600074x0118,Die @deutsche Urzeit,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb000012787,Der @Weltkrieg,,Gymnasium,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2240004x0818,Geographie,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb2450003x011x0218,Geschichte des Altertums,,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Nürnberg,Koch,Sekundarstufe 1,GEIsb000012708,Geschichte des Mittelalters,,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1918,Geschichtsunterricht,Leipzig,Teubner,k07,GEIsb2600001x00818,Von 911 - 1198,,,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1918,Geschichtsunterricht,Hannover,Carl Meyer (Gustav Prior),k08,GEIsb25500170x0118,Deutsche Geschichte bis 1648,,,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb2440028x025918,Geschichte für Volks- und Bürgerschulen,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb2450006x0418,Deutsche und preußische Geschichte von Friedrich dem Großen bis zur Gegenwart,,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Freiburg im Breisgau,Herder,Sekundarstufe 1,GEIsb2490087x01918,Deutsche Geschichte von den ältesten Zeiten bis zum Ausgange des Mittelalters,,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geographieunterricht,Berlin,Oldenbourg,Sekundarstufe 1,GEIsb2250004x0118,"Geographische Grundbegriffe, Übersicht der Länderkunde, Mitteleuropa, insbesondere das Deutsche Reich",ger,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb24500040x0418,Deutsche Geschichte vom 16. bis zum 18. Jahrhundert für die 3. Klasse,,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geographieunterricht,Leipzig,Hirt,Sekundarstufe 1,GEIsb2250017x0418,"Deutsches Reich, Königreich Sachsen",ger,Gymnasium,
"Geografieunterricht,Realschule,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geographieunterricht,Leipzig,List & von Bressensdorf,Sekundarstufe 1,GEIsb2310010x0218,"Europa (ohne Deutschland), Die fremden Erdteile",,Realschule,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250001x121x16918,Landeskunde der preußischen Rheinprovinz,,Gymnasium,
"Deutschunterricht,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Breslau,Hirt,k07,GEIsb22000020x0318,Erlebnisse und Darstellungen aus den Jahren 1916 und 1917,ger,,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Göttingen,Vandenhoeck & Ruprecht,Sekundarstufe 1,GEIsb000011209,Erziehender Geschichtsunterricht,,Hauptschule,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb24900230x0218,Das @Mittelalter,,Gymnasium,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Lahr,Schauenburg,Sekundarstufe 1,GEIsb2010007x03181,Deutschland im Krieg,ger,Hauptschule,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Hannover,Hahn,Sekundarstufe 1,GEIsb2010203x0218,,ger,,
"Geografieunterricht,Lehrerseminar,Präparandenanstalt,Preußen,Deutschland,Lehrmittel",1918,Geographieunterricht,Leipzig,List & von Bressensdorf,Sekundarstufe 2,GEIsb2400010x019181,"Einpräge- und Wiederholungsheft zu H. Harms, Vaterländische Erdkunde",ger,Lehrerbildungsanstalt,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1918,Geschichtsunterricht,Leipzig,Teubner,Sekundarstufe 2,GEIsb2490001x0818,Von den Anfängen der Germanen bis zum Ende des Dreißigjährigen Krieges,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1918,Geschichtsunterricht,Leipzig,Teubner,k07,GEIsb2600001x00718,"Germanen, Völkerwanderung, Frankenreich",,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Freiburg im Breisgau,Herder,Sekundarstufe 1,GEIsb000011839,Hilfsbuch für den Unterricht in der alten Geschichte,,Gymnasium,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1918,Realien,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb000016446,Realienbuch,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geographieunterricht,Leipzig,Hirt,Sekundarstufe 1,GEIsb2250017x0218,"Weitere erdkundliche Grundbegriffe, Europa, ohne das Deutsche Reich",ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2020025x0518,,ger,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1918,Geschichtsunterricht,Leipzig,Voigtländer,k07,GEIsb000009998,Der @Verlauf des Weltkrieges,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,München,Oldenbourg,Grundschule,GEIsb000010788,Lesebuch für die Unterklassen der Volksschulen des Regierungsbezirkes Oberbayern,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1918,Geschichtsunterricht,Leipzig,Teubner,k07,GEIsb2600002x1321x0218,,ger,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Leipzig,Teubner,Sekundarstufe 2,GEIsb2100092x07918,,ger,,
"Deutschunterricht,Berufsbildende Schule,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Dresden,Huhle,Berufliche Bildungsgänge,GEIsb000021268,Deutsches Lesebuch für Handelsschulen,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Berlin,Cotta,Grundschule,GEIsb2010281x0118,@,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Braunschweig,Wollermann,Grundschule,GEIsb000007639,Fibel,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1918,Geschichtsunterricht,Leipzig,Teubner,k07,GEIsb2600002x04518,Renaissance und Humanismus,,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 2,GEIsb20500120x0818,,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Leipzig,Brandstetter,Grundschule,GEIsb2010196x0218,(Für das 4. und 5. Schuljahr),ger,,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Braunschweig,Hafferburg,Sekundarstufe 1,GEIsb2010021x059181,,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Frankfurt am Main,Auffarth,Grundschule,GEIsb2010037x0218,,ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,München,Oldenbourg,Sekundarstufe 1,GEIsb2010328x0718,@,ger,Hauptschule,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb000016514,Ferdinand Hirts neue Schreib-Lese-Fibel,ger,,
"Geografieunterricht,Deutschland,Lehrmittel",1918,Geographieunterricht,Magdeburg,Selbstverl. A. Herwig,k07,GEIsb2400056x0118,,,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2020018x06918,@,ger,Gymnasium,
"Geografieunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geographieunterricht,Leipzig,Quelle & Meyer,Sekundarstufe 1,GEIsb000014145,Die @Geologie in der Schule,ger,Hauptschule,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Hannover,Norddt. Verl.-Anst. Goedel,Sekundarstufe 2,GEIsb000010179,Deutsche Gedichte für die Oberstufe der Lyzeen und höheren Mädchenschulen,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Berlin,Mittler,Sekundarstufe 1,GEIsb2050052x021x010918,,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb000008373,Ferdinand Hirts neue Schreib-Lese-Fibel,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Braunschweig,Hafferburg,Grundschule,GEIsb2010021x03918,,ger,,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel",1918,Realien,Essen,Bädeker,Berufliche Bildungsgänge,GEIsb2870001x01918,,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Leipzig,Klinkhardt,Grundschule,GEIsb000021524,Fibel oder Lehr- und Lesebuch für das erste Schuljahr,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Breslau,Hirt,Grundschule,GEIsb2010157x0118,Mit 44 Abbildungen,ger,,
"Deutschunterricht,Realschule,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb2030014x0518,,ger,Realschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Stuttgart,Union Dt. Verl.-Ges.,Sekundarstufe 1,GEIsb2020015x0318,"Für Klasse II der höheren Knabenschulen, Klasse V der höheren Mädchenschulen",ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Nürnberg,Korn,Sekundarstufe 1,GEIsb2050069x0418,@,ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,München,Oldenbourg,Grundschule,GEIsb2010328x0418,@,ger,,
"Deutschunterricht,Sonderschule,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2180007x0118,,ger,Sonderschule,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Weimar,Böhlau,Sekundarstufe 1,GEIsb2110019x0218,,ger,Hauptschule,
"Sozialkundeunterricht,Politischer Unterricht,Deutschland,Lehrmittel",1918,Sozialkundeunterricht,Leipzig,Voigtländer,k07,GEIsb000014033,Deutsche Bürgerkunde,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Leipzig,Voigtländer,Grundschule,GEIsb000021690,Bei uns zu Haus,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb000016314,Ferdinand Hirts Schreib- und Lesefibel,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Leipzig,Hirt,Sekundarstufe 1,GEIsb2490073x0318,Die @Neuzeit bis zum Tode Friedrichs des Großen,,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Nürnberg,Korn,Grundschule,GEIsb2010479x0218,,ger,,
"Geografieunterricht,Lehrerseminar,Präparandenanstalt,Preußen,Deutschland,Lehrmittel",1918,Geographieunterricht,Leipzig,List & von Bressensdorf,Sekundarstufe 2,GEIsb2400010x029181,"Einpräge- und Wiederholungsheft zu H. Harms, Länderkunde von Europa",ger,Lehrerbildungsanstalt,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250001x121x20918,Landeskunde der Provinz Schlesien ,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb000011918,Geschichte für sächsische Schulen,ger,,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Leipzig,Hirt,Sekundarstufe 1,GEIsb2440021x021x02918,Deutsche Geschichte mit besonderer Berücksichtigung der allgemeinen,ger,Hauptschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Leipzig,Kesselring,Sekundarstufe 1,GEIsb2050057x0518,@,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Leipzig,Klinkhardt,Sekundarstufe 1,GEIsb3020001x0618,Deutscher Frühling,ger,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb2490024x01118,@,,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1918,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb000018594,Abriß der Geschichte für höhere Mädchenschulen,,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1918,Muttersprachlicher  Unterricht,Leipzig,Reisland,Sekundarstufe 1,GEIsb2100036x0618,Für Unter-Tertia bis Unter-Sekunda (= III - I der Realschulen),ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1918,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb000007547,Ferdinand Hirts Schreib- und Lesefibel,ger,,
"Geografieunterricht,Lehrerseminar,Präparandenanstalt,Preußen,Deutschland,Lehrmittel",1918,Geographieunterricht,Leipzig,List & von Bressensdorf,Sekundarstufe 2,GEIsb2400010x02918,Länderkunde von Europa,ger,Lehrerbildungsanstalt,
"Geschichtsunterricht,Deutschland,Lehrmittel",1918,Geschichtsunterricht,Leipzig,Berlin,k07,GEIsb000020062,Deutschkunde,,,
"Geschichtsunterricht,Lyzeum,Sekundarstufe 1,Schuljahr 4-5,Deutschland,Schulbuch",1918,Geschichtsunterricht,Leipzig,Frankfurt a. M.,Sekundarstufe 1,GEIsb24500140x0018,Lebensbilder aus Sage und Geschichte,ger,Gymnasium,
"Preußen,Deutschland,Deutschunterricht,Evangelischer Religionsunterricht,Geografieunterricht,Gesangunterricht,Geschichtsunterricht,Mathematikunterricht,Stereometrie,Naturwissenschaftlicher Unterricht,Realien,Sportunterricht,Zeichenunterricht,Evangelische Schule,Volksschule,Grundschule,Sekundarstufe 1,Stoffverteilungsplan,Unterrichtsmethode,Lehrplan,Lehrerhandbuch",1918,Religionsunterricht,Breslau,Hirt,Sekundarstufe 1,wikanr0028701,"Methodische Winke zur unterrichtlichen Durchführung der Allgemeinen Bestimmungen vom 15. Oktober 1872 und der ""Weisungen"" vom 31. Januar 1908",ger,Hauptschule,M. Ullmann
"Geschichtsunterricht,Sekundarstufe,Tschechoslowakei,Deutschland,Österreich,Lehrmittel",1918,Geschichtsunterricht,Prag,Leipzig,Sekundarstufe 2,,Deutsches Wesen im ersten Jahrtausend,ger,,
"Preußen,Deutschland,Schulrecht,Vaterländischer Unterricht,Volksschule,Richtlinie,Geschichte 1918",1918,Sozialkundeunterricht,Arnsberg in Westfalen,J. Stahl,Sekundarstufe 1,010876928,Kriegserlasse für die preussische Volksschule,ger,Hauptschule,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,,Deutsche Geschichte im Mittelalter,,Gymnasium,
"Geschichtsunterricht,Lyzeum,Sekundarstufe 1,Schuljahr 6,Deutschland,Schulbuch",1917,Geschichtsunterricht,Leipzig,Frankfurt a. M.,Sekundarstufe 1,,Geschichte der Griechen und der Römer,ger,Gymnasium,
"Preußen,Deutschland,Geschichtsunterricht,Höhere Schule,Stoffverteilungsplan,Richtlinie",1917,u080,Cassel,Wber & Weidemeyer,,,Stoffverteilungsplan für den Geschichts-Unterricht,ger,,
"Deutschunterricht,Lyzeum,Sekundarstufe 2,Deutschland,Lesebuch",1917,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 2,,,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1917,Erstleseunterricht,Breslau,Hirt,Grundschule,GEIsb3010083x0217,Lesebuch für die Unterstufe,ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb000120868,Kriegsgeographie,,,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb000097337,Erzählungen aus der Weltgeschichte,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1917,Erstleseunterricht,Düsseldorf,Schwann,Grundschule,GEIsb000106362,Des @Kindes Heimat,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1917,Erstleseunterricht,Halle an d. Saale,Schroedel,Grundschule,GEIsb000096542,Steger-Wohlrabe'sche Fibel für den ersten Unterricht im Deutschen,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1917,Erstleseunterricht,Düsseldorf,Schwann,Grundschule,GEIsb000106359,Des @Kindes Heimat,,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1917,Realien,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb000105231,Realienbuch,,,
"Geografieunterricht,Deutschland,Lehrmittel",1917,Geographieunterricht,Leipzig,Schulwiss. Verl. Haase,k07,GEIsb000094936,Das @deutsche Dorf,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geographieunterricht,München,Oldenbourg,Sekundarstufe 1,GEIsb2250020x0517,Physische Geographie,ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1917,Muttersprachlicher  Unterricht,Dortmund,Crüwell,Grundschule,GEIsb000093097,Lesebuch für die Mittelklassen katholischer Volksschulen,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000106939,Geschichtliche Erzählungen für die Unterklassen der höheren Schulen Sachsens,,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb2480005x19917,Großherzogtum Baden,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geschichtsunterricht,Nürnberg,Koch,Sekundarstufe 1,GEIsb000071533,Geschichte der Neuzeit,,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geschichtsunterricht,Berlin,Ehlermann,Sekundarstufe 1,GEIsb2490118x0117,"Bilder aus der griechischen Geschichte, Bilder aus der römischen Geschichte",,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geschichtsunterricht,Halle,Gesenius,Sekundarstufe 1,GEIsb000071555,Die @Vorgeschichte des Weltkrieges oder die wichtigsten Tatsachen der neuesten deutschen Geschichte von 1870 - 1914,ger,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1917,Realien,Breslau,Hirt,Sekundarstufe 1,GEIsb2840014x14017,,,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1917,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 2,GEIsb24500040x0517,Deutsche Geschichte von der Französischen Revolution ab,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1917,Geschichtsunterricht,Freiburg im Breisgau,Herder,Sekundarstufe 1,GEIsb2490087x02917,Deutsche Geschichte vom Beginn der Neuzeit bis zum Tode Friedrichs des Großen,,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,Sekundarstufe 1,GEIsb2100094x08909,@,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb20500451x0809,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2020011x05909,,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Leipzig,Voigtländer,Sekundarstufe 1,GEIsb000011815,Leitfaden für den Unterricht in der Geschichte,,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb000011180,Leitfaden für den Unterricht in der Geographie,,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Breslau,Goerlich,Grundschule,GEIsb1010122x0109,Schreibschrift,ger,,
"Deutschunterricht,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Dresden,Köhler,k07,GEIsb000014721,Was der Jugend gefällt,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1909,Geschichtsunterricht,Leipzig,Teubner,Sekundarstufe 2,GEIsb2490001x0909,Vom Westfälischen Frieden bis zur Gegenwart,,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Berlin,Klinkhardt,Sekundarstufe 1,GEIsb2010158x05909,,ger,Hauptschule,
"Realien,Berufsbildende Schule,Deutschland,Lehrmittel",1909,Realien,München,Oldenbourg,Berufliche Bildungsgänge,GEIsb000016550,Lesebuch für [gewerbliche] Fortbildungsschulen und verwandte Anstalten,,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1909,Realien,Stuttgart,Franckh,Sekundarstufe 1,GEIsb000007264,Deutsches Realienbuch,ger,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1909,Geschichtsunterricht,Berlin,Trewendt,Sekundarstufe 2,GEIsb000014674,Geschichtstabellen zum Gebrauch auf höheren Schulen,,Gymnasium,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Leipzig,Teubner,k08,GEIsb2550001x0309,Deutsche Geschichte von 1815 zur Gegenwart,,,
"Geografieunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geographieunterricht,Leipzig,Dürr,k08,GEIsb000021107,Physische Geographie,,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Berlin,Oldenbourg,Sekundarstufe 1,GEIsb2290016x0409,"Länderkunde von Afrika, Amerika und Australien",,Gymnasium,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Straßburg,Bull,Sekundarstufe 1,GEIsb000007758,Lesebuch für die Mittelklassen der Elementarschulen in Elsaß-Lothringen,ger,Hauptschule,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,München,Lindauer,Sekundarstufe 1,GEIsb2050033x01909,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Berlin,Grote,Sekundarstufe 1,GEIsb2020007x041x01909,(Für die sechste Klasse),ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Hamburg,Ges. der Freunde des Vaterländ. Schul- und Erziehungswesens,Sekundarstufe 1,GEIsb2040017x05909,@,ger,,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Stuttgart,Union Dt. Verl.-Ges.,Grundschule,GEIsb2020015x0109,"Für die Vorklasse der höheren Knabenschulen, der Klasse III der höheren Mädchenschulen",ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Breslau,Hirt,Grundschule,GEIsb2010157x0209,Mit 51 Abbildungen,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Hildesheim,Gerstenberg,Grundschule,GEIsb000009351,Fibel zum Lesen und Schreiben,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Neuwied,Heuser,Grundschule,GEIsb000033058,Fibel nach vereinfachter analytisch-synthetischer Methode,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Frankfurt,Diesterweg,Grundschule,GEIsb000021877,"Fibel für den ersten Sprech-, Lese- und Schreibunterricht",ger,,
