RSWKTag,year,subject,publisher_city,publisher,schoollevel,id,title,language,schooltype,author
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Straßburg,Straßburger Dr. und Verl.-Anst.,Sekundarstufe 1,GEIsb000007760,Deutsches Lesebuch für die Mittelklassen katholischer Volksschulen in Elsaß-Lothringen,ger,Hauptschule,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2010155x0309,,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2020011x04909,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,Grundschule,GEIsb2020043x0209,,ger,Gymnasium,
"Deutschunterricht,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,k07,GEIsb000016321,Lieder der Deutschen aus den Zeiten der Freiheitskriege und der Kämpfe um die nationale Einheit,ger,,
"Sachunterricht,Grundschule,Deutschland,Schulbuch",1909,Sachunterricht,Leipzig,Berlin,Grundschule,GEIsb000006647,Die @Praxis der Elementarklasse,ger,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Berlin,Oldenbourg,Sekundarstufe 1,GEIsb2250003x0209,Europa ohne das Deutsche Reich,,Gymnasium,
"Geografieunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1909,Geographieunterricht,Berlin,Oldenbourg,Sekundarstufe 2,GEIsb2290016x0609,"Das @Deutsche Reich, Zusammenfassende Darstellung der mathematischen Erdkunde, Wiederholung der außereuropäischen Erdteile, Grundzüge der Handelsgeographie und Verkehrswege",ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Berlin,Cotta,Grundschule,GEIsb2010281x0109,,,,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Gotha,Thienemann,k08,GEIsb2160001x02909,Gedichtsammlung für Präparandenanstalten,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Hannover,Norddt. Verl.-Anst. Goedel,Sekundarstufe 1,GEIsb2020005x06909,,ger,Gymnasium,
"Deutschunterricht,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Halle,Gesenius,k07,GEIsb2200019x0109,Homers Ilias und Odyssee,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Bamberg,Buchner,Sekundarstufe 1,GEIsb2490082x02909,Deutsche Geschichte im Mittelalter,,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,Grundschule,GEIsb2100094x01909,@,ger,Gymnasium,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Hannover,Carl Meyer (Gustav Prior),k08,GEIsb2550015x0209,"Deutsche, besonders brandenburgisch-preußische Geschichte bis zur Gegenwart",,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Halle,Schroedel,Grundschule,GEIsb2010319x0109,,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Kesselring,Sekundarstufe 1,GEIsb2050057x0409,@,ger,Gymnasium,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Dürr,k08,GEIsb2160005x03009,Sang und Spruch der Deutschen,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Berlin,Wiegandt & Grieben,Grundschule,GEIsb000021651,Neue Fibel,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,München,Oldenbourg,Grundschule,GEIsb2010087x01109,@,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Hildburghausen,Gadow,Grundschule,GEIsb2010344x02909,Lesebuch für das zweite Schuljahr,ger,,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Leipzig,Dürr,k08,GEIsb2550009x0209,Vom Westfälischen Frieden bis auf unsere Zeit,,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2020012x071x0209,,ger,Gymnasium,
"Geografieunterricht,Deutschland,Lehrmittel",1909,Geographieunterricht,Leipzig,Hinrichs,k07,GEIsb2400029x10909,Charakterbilder aus Deutschland,ger,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Trier,Lintz,Sekundarstufe 1,GEIsb000006485,Kleines Lehrbuch der Erdkunde,ger,,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,Grundschule,GEIsb2020051x0109,Für Klasse IX (2. Schuljahr),ger,Gymnasium,
"Geschichtsunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Breslau,Handel,Sekundarstufe 1,GEIsb000009801,Bilder aus der vaterländischen Geschichte,,Hauptschule,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Gotha,Thienemann,Grundschule,GEIsb000009927,Schlimbachs Fibel,,,
"Deutschunterricht,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Brandstetter,Sekundarstufe 1,GEIsb2010196x0409,Ergänzungsband für Mittelschulen,ger,,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Gotha,Thienemann,k08,GEIsb2160003x01909,Für Seminarvorbereitungsanstalten und Fortbildungsschulen,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 2,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Ehlermann,Sekundarstufe 2,GEIsb2050035x07917,Prosalesebuch für Prima,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Hannover,Norddt. Verl.-Anst. Goedel,Sekundarstufe 1,GEIsb2020004x04909,,ger,Gymnasium,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1909,Realien,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb000007155,Realienbuch,,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Hannover,Leipzig,Grundschule,GEIsb000017504,Hannoversche Fibel,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Berlin,Potsdam,Grundschule,GEIsb000021674,Neue Fibel nach rein phonetischem Prinzip und der auflösend-zusammensetzenden Lehrweise,ger,,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1909,Realien,Göttingen,Vandenhoeck & Ruprecht,Sekundarstufe 1,GEIsb000009380,Mein Vaterland,ger,Hauptschule,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Dürr,k08,GEIsb2160005x1609,Kunst und Künste,ger,,
"Deutschunterricht,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Weißenfels,Schirdewahn,k07,GEIsb2200019x01091,Homers Ilias und Odyssee nach Voß,ger,,
"Realien,Deutschland,Lehrmittel",1909,Realien,Nürnberg,Korn,k07,GEIsb000022818,Um der Kinder willen,ger,,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch",1909,Geographieunterricht,Altenburg,Bonde,Grundschule,GEIsb000021150,Landeskunde von Thüringen,ger,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1909,Realien,Bielefeld,Velhagen & Klasing,Sekundarstufe 1,GEIsb000016678,Anschaulich-ausführliches Realienbuch,,,
"Realien,Sekundarstufe 1,Deutschland,Schulbuch",1909,Realien,Bühl,Konkordia-Verl.,Sekundarstufe 1,GEIsb000022778,"Realienbuch für Volks-, Bürger- und Töchterschulen",,,
"Sozialkundeunterricht,Politischer Unterricht,Deutschland,Lehrmittel",1909,Sozialkundeunterricht,Karlsruhe,Braun,k07,GEIsb000014009,Bürgerkunde,ger,,
"Realien,Grundschule,Deutschland,Schulbuch",1909,Realien,Berlin,Oehmigke,Grundschule,GEIsb2820018x011x02909,Neue Rechtschreibung,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2020017x040909,,ger,Gymnasium,
"Deutschunterricht,Berufsbildende Schule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,Berufliche Bildungsgänge,GEIsb000016758,Lesebuch für ländliche Fortbildungsschulen sowie für landwirtschaftliche Winter- und Ackerbauschulen,ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Leipzig,Klinkhardt,Grundschule,GEIsb000021518,Aus Stadt und Land,ger,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1909,Geschichtsunterricht,Bamberg,Buchner,Sekundarstufe 2,GEIsb2530062x0309,Die @Neuzeit,,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,Sekundarstufe 1,GEIsb2050082x07909,@,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,Grundschule,GEIsb2100094x03909,@,ger,Gymnasium,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2060010x0209,Mit 38 Abbildungen,ger,Hauptschule,
"Geografieunterricht,Deutschland,Lehrmittel",1909,Geographieunterricht,München,Seyfried [u.a.],k07,GEIsb000011665,"Blühe, deutsches Vaterland",ger,,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Leipzig,Nemnich,Grundschule,GEIsb000021547,"Das @Kind in Haus, Schule und Welt",ger,,
"Geografieunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geographieunterricht,Trier,Lintz,k08,GEIsb000014429,Lehrbuch der Erdkunde,,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250001x121x24909,Landeskunde des Königreichs Württemberg und der Hohenzollernschen Lande,ger,Gymnasium,
"Geografieunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geographieunterricht,Halle,Schroedel,k08,GEIsb23500190x021x03909,Das @Deutsche Reich,,,
"Geografieunterricht,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250030x0609,"Deutschland (Oberstufe), Mathematische und Astronomische Erdkunde, Wiederholung der außereuropäischen Erdteile, Handels- und Verkehrsgeographie",ger,Gymnasium,
"Geografieunterricht,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250030x0709,"Allgemeine Erdkunde, Ausführliche Behandlung eines Abschnittes aus der Länderkunde, Zehn Lesestücke aus der geographischen Literatur",ger,Gymnasium,
"Geografieunterricht,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250030x0509,"Länderkunde von Europa mit Ausnahme des Deutschen Reiches, Die koloniale Stellung der europäischen Mächte",ger,Gymnasium,
"Geografieunterricht,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250030x0309,"Länderkunde von Nord-, Ost- und Südeuropa, Erweiterung der Allgemeinen Erdkunde",ger,Gymnasium,
"Geschichtsunterricht,Deutschland,Lehrmittel",1909,Geschichtsunterricht,Berlin,Cotta,k07,GEIsb000005465,Leitfaden der vaterländischen Geschichte für Schule und Haus,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1909,Geschichtsunterricht,Berlin,Nicolai,k07,GEIsb2600047x03909,Die @Neuzeit,,,
"Geschichtsunterricht,Deutschland,Lehrmittel",1909,Geschichtsunterricht,Hannover,Helwing,k07,kmmbuch00006750X,Die @Geschichte in tabellarischer Übersicht,,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Regensburg,Manz,Sekundarstufe 1,GEIsb000013342,Geographischer Leitfaden,,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Teubner,Grundschule,GEIsb2020031x01909,Unterstufe: Erster Kursus,ger,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Berlin,Weidmann,Sekundarstufe 1,GEIsb000019300,Alte Geschichte für die Anfangsstufe des historischen Unterrichts,,Gymnasium,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Hannover,Carl Meyer (Gustav Prior),k08,GEIsb2550016x0409,Neueste Geschichte seit 1815 bis zur Gegenwart,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Wiesbaden,Kunze,Sekundarstufe 1,GEIsb000019017,Hilfsbuch für den ersten Unterricht in Alter Geschichte,ger,Gymnasium,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1909,Geschichtsunterricht,Braunschweig,Appelhans,Sekundarstufe 2,GEIsb2490026x0309,Geschichte des Altertums mit Einschluß der römischen Kaiserzeit,,,
"Sozialkundeunterricht,Politischer Unterricht,Berufsbildende Schule,Deutschland,Lehrmittel",1909,Sozialkundeunterricht,Gebweiler,Boltze,Berufliche Bildungsgänge,GEIsb2760018x0309,"Enthaltend: @Die Verfassung und Verwaltung Elsass-Lothringens, Die Geschichte und der gegenwärtige Zustand der elsass-lothringischen Landwirtschaft",ger,,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Hannover,Carl Meyer (Gustav Prior),k08,GEIsb2550016x0309,Die @vaterländische Geschichte von 1648 - 1815,,,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1909,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 2,GEIsb2450006x0509,Geschichte des Altertums,,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Berlin,Nauck,Sekundarstufe 1,GEIsb000018211,Lehrbuch der Weltgeschichte für höhere Töchterschulen,,Gymnasium,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Hannover,Carl Meyer (Gustav Prior),k08,GEIsb2550016x0209,Deutsche Geschichte bis 1648,,,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Berlin,Oldenbourg,Sekundarstufe 1,GEIsb2290016x0209,Länderkunde Europas: Mittel- und Westeuropa unter besonderer Berücksichtigung von Deutschland,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Stuttgart,Muth,Grundschule,GEIsb000014869,Fibel für die katholischen Volksschulen Württembergs,ger,,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 2,GEIsb000021871,Literaturgeschichtliches Lesebuch,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Leipzig,Hirt,Sekundarstufe 1,GEIsb2490069x03109,"Die @Zeit der Religionskämpfe und die Zeit der unumschränkten Fürstengewalt, Brandenburgisch-preußische Geschichte",,Gymnasium,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Hannover,Carl Meyer (Gustav Prior),k08,GEIsb2550017x01909,Deutsche Geschichte bis 1648,,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Breslau,Hirt,Grundschule,GEIsb2010157x0109,Mit 44 Abbildungen,ger,,
"Geografieunterricht,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250030x0209,Länderkunde von Mittel- und Westeuropa unter besonderer Berücksichtigung des Deutschen Reiches,ger,Gymnasium,
"Erstleseunterricht,Grundschule,Deutschland,Schulbuch",1909,Erstleseunterricht,Stuttgart,Union Dt. Verl.-Ges.,Grundschule,GEIsb000007490,Fibel für die evangelischen Volksschulen Württembergs,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Cassel,Baier,Grundschule,GEIsb2010179x01909,,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Kesselring,Sekundarstufe 1,GEIsb2020028x0409,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Kesselring,Grundschule,GEIsb2020028x0109,,ger,Gymnasium,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Hannover,Carl Meyer (Gustav Prior),k08,GEIsb2550016x0109,Die @Alte Geschichte,ger,,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Hannover,Norddt. Verl.-Anst. Goedel,Grundschule,GEIsb2020005x01909,,ger,Gymnasium,
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Berlin,Grote,Grundschule,GEIsb2020007x030909,(Für die siebente Klasse),ger,Gymnasium,
"Deutschunterricht,Lehrerbildungsanstalt,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Gotha,Thienemann,k08,GEIsb2160001x01909,Prosa für Präparandenanstalten,ger,,
"Realien,Deutschland,Lehrmittel",1909,Realien,München,Seyfried,k07,GEIsb2890002x0109,,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Bielefeld,Velhagen & Klasing,Grundschule,GEIsb2010290x0109,,ger,,
"Geografieunterricht,Grundschule,Deutschland,Schulbuch",1909,Geographieunterricht,Leipzig,Klinkhardt,Grundschule,GEIsb000022144,Anschauungsunterricht und Heimatkunde für das 1. bis 3. (bezw. 4.) Schuljahr,ger,,
"Geografieunterricht,Lehrerbildungsanstalt,Lehrerseminar,Deutschland,Lehrerhandbuch",1909,Geographieunterricht,Dresden,Bleyl & Kaemmerer,Sekundarstufe 2,GEIsb2350007x0309,Europa,ger,Lehrerbildungsanstalt,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Bamberg,Buchner,Sekundarstufe 1,GEIsb2490030x0309,"Römische Kaisergeschichte, Geschichte der Völkerwanderung und deutsche Geschichte im Mittelalter bis 1519",,Gymnasium,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Halle,Buchh. des Waisenhauses,Sekundarstufe 1,GEIsb2450004x0209,Griechische und römische Geschichte für die 5. Klasse,,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Wien,Tempsky,Sekundarstufe 1,GEIsb2290019x0109,,ger,Gymnasium,
"Geografieunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Regensburg,Manz,Sekundarstufe 1,GEIsb000011279,Geographie von Bayern,ger,Gymnasium,Georg Biedermann
"Deutschunterricht,Gymnasium,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Kesselring,Grundschule,GEIsb2020028x0209,,ger,Gymnasium,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Wiesbaden,Limbarth,Grundschule,GEIsb2010440x0209,,ger,,
"Deutschunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Frankfurt am Main,Diesterweg,Sekundarstufe 1,GEIsb2050040x0609,Klasse 4 (siebentes Schuljahr),ger,Gymnasium,
"Deutschunterricht,Sekundarstufe 2,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,Amelang,Sekundarstufe 2,GEIsb000006304,Deutsche Lyrik des 19. Jahrhunderts,ger,,
"Geschichtsunterricht,Gymnasium,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geschichtsunterricht,Bamberg,Buchner,Sekundarstufe 1,GEIsb2490030x0209,"Griechische Geschichte von 500 bis zum Tod Alexanders des Großen, Römische Geschichte vom Beginn der Republik bis zur Schlacht bei Aktium",,Gymnasium,
"Realien,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1909,Realien,Stuttgart,Bonz,Sekundarstufe 1,GEIsb000013957,Württembergisches Realienbuch,ger,Hauptschule,
"Geschichtsunterricht,Lehrerbildungsanstalt,Deutschland,Schulbuch",1909,Geschichtsunterricht,Leipzig,Teubner,k08,GEIsb25500020x0109,Geschichte des Altertums,,,
"Geografieunterricht,Lyzeum,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Breslau,Hirt,Sekundarstufe 1,GEIsb2250030x0109,"Geographische Grundbegriffe und ihre Darstellung, Übersicht der Erdteile und Weltmeere",ger,Gymnasium,
"Geografieunterricht,Deutschland,Lehrmittel",1909,Geographieunterricht,Hannover,Carl Meyer (Gustav Prior),k07,GEIwh000021384,Methodik des erdkundlichen Unterrichts,ger,,
"Sachunterricht,Grundschule,Deutschland,Schulbuch",1909,Sachunterricht,Leipzig,Berlin,Grundschule,GEIsb000021881,Streifzüge durch die Welt der Großstadtkinder,,,
"Geografieunterricht,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Braunschweig,Appelhans,Sekundarstufe 1,GEIsb000015692,Kleine Erdkunde für Volks- und Bürgerschulen,ger,,
"Deutschunterricht,Grundschule,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Leipzig,B. G. Teubner (Theodor Hofmann),Grundschule,GEIsb2010382x0109,@,ger,,
"Geografieunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Schulbuch",1909,Geographieunterricht,Leipzig,Wunderlich,Sekundarstufe 1,GEIsb2210022x02909,Das @deutsche Vaterland,,Hauptschule,
"Geschichtsunterricht,Sekundarstufe 2,Deutschland,Schulbuch",1909,Geschichtsunterricht,Hannover,Manz & Lange,Sekundarstufe 2,GEIsb2530039x03909,Lehrstoff der Oberprima,,,
"Deutschunterricht,Lehrerbildungsanstalt,Sekundarstufe 2,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Hannover,Norddt. Verl.-Anst. Goedel,k08,GEIsb000016607,Die @deutsche Dichtung des 19. Jahrhunderts in ihren Hauptvertretern,ger,,
"Deutschunterricht,Hauptschule,Sekundarstufe 1,Deutschland,Lesebuch",1909,Muttersprachlicher  Unterricht,Wiesbaden,Limbarth,Sekundarstufe 1,GEIsb2010440x0309,,ger,Hauptschule,
